CARPETA,Numero de documentos,Nombres de documentos,Número de documentos de tipo video,Nombre de documentos de tipo video,Tamaño (bytes),Tamaño (legible),Formato de video,Numero de subcarpetas,Nombre de subcarpetas,Year,RAW_TITLE,RAW_DIRECTION,RAW_COUNTRY,FOLDER_NAME_TYPE
Léon [1994] FR Luc Besson,2,Leon.1994.HR-HDTV.AC3.1024X576.x264.mpg; Leon.1994.HR-HDTV.AC3.1024X576.x264.srt,1,Leon.1994.HR-HDTV.AC3.1024X576.x264.mpg,2132684800,2.0 GB,mpg,0,No,1994,Léon,Luc Besson,FRA,4
M - Losey 1951,3,M - Losey 1951.avi; ._M - Losey 1951.avi; M - Losey 1951.srt,2,M - Losey 1951.avi; ._M - Losey 1951.avi,835960832,797.2 MB,avi,0,No,1951,M,Losey ,,8
Mado [1976] Claude Sautet,3,Mado - Sautet 1976.avi; ._Mado - Sautet 1976.avi; Mado - Sautet 1976.srt,2,Mado - Sautet 1976.avi; ._Mado - Sautet 1976.avi,728300046,694.6 MB,avi,0,No,1976,Mado,Claude Sautet,,6
Mallrats [1995] US Kevin Smith,1,Mallrats.1995.HDRip.XviD.AC3-VLiS.avi,1,Mallrats.1995.HDRip.XviD.AC3-VLiS.avi,1462794240,1.4 GB,avi,0,No,1995,Mallrats,Kevin Smith,USA,4
Man on a Tightrope,4,Fugitivos del terror rojo.dual.avi; ._Fugitivos del terror rojo.dual.avi; Fugitivos del terror rojo.dual.srt; ._Fugitivos del terror rojo.dual.srt,2,Fugitivos del terror rojo.dual.avi; ._Fugitivos del terror rojo.dual.avi,1572677632,1.5 GB,avi,0,No,,Man On A Tightrope,,,1
Man On The Moon [1999] US Milos Forman,2,Man.On.The.Moon.1999.720p.BluRay.x264.YIFY ENG.srt; Man.On.The.Moon.1999.720p.BluRay.x264.YIFY.mp4,1,Man.On.The.Moon.1999.720p.BluRay.x264.YIFY.mp4,840604831,801.7 MB,mp4,0,No,1999,Man On The Moon,Milos Forman,USA,4
Manderlay [2005] DEN Lars Von Trier,10,division-manderlay.xvid.cd1.avi; division-manderlay.xvid.cd1.BR.srt; division-manderlay.xvid.cd1.EN.srt; division-manderlay.xvid.cd1.ES.srt; division-manderlay.xvid.cd1.IT.srt; division-manderlay.xvid.cd2.avi; division-manderlay.xvid.cd2.BR.srt; division-manderlay.xvid.cd2.EN.srt; division-manderlay.xvid.cd2.ES.srt; division-manderlay.xvid.cd2.IT.srt,2,division-manderlay.xvid.cd1.avi; division-manderlay.xvid.cd2.avi,1468022784,1.4 GB,avi,0,No,2005,Manderlay,Lars Von Trier,DNK,4
Manila in the claws of light [1975],2,Manila.In.The.Claws.Of.Light.1975.1080p.BluRay.H264.AAC-RARBG.srt; Manila.in.the.Claws.of.Light.1975.BDRemux.1080p-porvaliparus.mp4,1,Manila.in.the.Claws.of.Light.1975.BDRemux.1080p-porvaliparus.mp4,726544392,692.9 MB,mp4,0,No,1975,Manila in the claws of light,,,5
Mars Attacks (1996) [1080p],3,Mars.Attacks.1996.1080p.BrRip.x264.YIFY.mp4; Mars.Attacks.1996.1080p.BrRip.x264.YIFY.srt; WWW.YIFY-TORRENTS.COM.jpg,1,Mars.Attacks.1996.1080p.BrRip.x264.YIFY.mp4,1711935371,1.6 GB,mp4,0,No,1996,Mars Attacks,,,7
Martha,2,Martha - Fassbinder 1973.mpg; Martha - Fassbinder 1973.srt,1,Martha - Fassbinder 1973.mpg,1722591232,1.6 GB,mpg,0,No,,Martha,,,1
Master and Commander The Far Side of the World (2003),2,Master.and.Commander.The.Far.Side.of.the.World.2003.720p.BrRip.x264.YIFY.mp4; Master.and.Commander.The.Far.Side.of.the.World.2003.720p.BrRip.x264.YIFY.srt,1,Master.and.Commander.The.Far.Side.of.the.World.2003.720p.BrRip.x264.YIFY.mp4,944029313,900.3 MB,mp4,0,No,2003,Master and Commander The Far Side of the World,,,7
Matador [1986] ES Pedro Almodovar,0,,0,,4554256384,4.2 GB,DVD,1,VIDEO_TS,1986,Matador,Pedro Almodovar,ESP,4
Mauvais sang,3,Mauvais sang.avi; ._Mauvais sang.avi; Mauvais sang.srt,2,Mauvais sang.avi; ._Mauvais sang.avi,1470142464,1.4 GB,avi,0,No,,Mauvais Sang,,,1
Medea (TV) [1988]  DEN Lars Von Trier,5,MEDEA.avi; MEDEA.ENG.srt; MEDEA.PTBR.srt; Thumbs.db; Thumbs.dbencryptable,1,MEDEA.avi,733108224,699.1 MB,avi,0,No,1988,Medea (TV),) []  DEN Lars Von Trier,TUV,4
Meeting Venus - Szavo 1991,2,Meeting Venus - Szavo 1991.avi; ._Meeting Venus - Szavo 1991.avi,2,Meeting Venus - Szavo 1991.avi; ._Meeting Venus - Szavo 1991.avi,1465767936,1.4 GB,avi,0,No,1991,Meeting Venus,Szavo ,,8
Men In White,2,Men In White - Boleslawski 1934.avi; Men In White - Boleslawski 1934.srt,1,Men In White - Boleslawski 1934.avi,733802726,699.8 MB,avi,0,No,,Men In White,,,1
Metropolis [1927] GER Fritz Lang,1,METROPOLIS_DVDrip_big_dad_e.mp4,1,METROPOLIS_DVDrip_big_dad_e.mp4,824603997,786.4 MB,mp4,0,No,1927,Metropolis,Fritz Lang,DEU,4
Mi prima Raquel,1,Mi prima Raquel.avi,1,Mi prima Raquel.avi,586091378,558.9 MB,avi,0,No,,Mi Prima Raquel,,,1
Million Dollar Baby [2004] US,1,Million Dollar Baby.avi,1,Million Dollar Baby.avi,734281728,700.3 MB,avi,0,No,2004,Million Dollar Baby,,USA,4
Mondo Trasho [1968] US John Waters,1,"Mondo Trasho (John Waters, 1969).avi",1,"Mondo Trasho (John Waters, 1969).avi",734271488,700.3 MB,avi,0,No,1968,Mondo Trasho,John Waters,USA,4
Moonrise Kingdom [2012] US Wes Anderson,2,Moonrise Kingdom (2012).LiMiTED 480p BluRay x264-mSD.srt; Moonrise.Kingdom.2012.LiMiTED.BRRip.XVID.AbSurdiTy.avi,1,Moonrise.Kingdom.2012.LiMiTED.BRRip.XVID.AbSurdiTy.avi,738262297,704.1 MB,avi,0,No,2012,Moonrise Kingdom,Wes Anderson,USA,4
Mouchette,4,Mouchette.avi; ._Mouchette.avi; Mouchette.srt; ._Mouchette.srt,2,Mouchette.avi; ._Mouchette.avi,1557876736,1.5 GB,avi,0,No,,Mouchette,,,1
Mr. Nice [2010] UK Bernard Rose,1,Mr. Nice.avi,1,Mr. Nice.avi,735291392,701.2 MB,avi,0,No,2010,Mr. Nice,Bernard Rose,GBR,4
Mujeres al borde de un ataque de nervios [1988] ES Pedro Almodovar,1,"1988 Mujeres al borde de un ataque de nervios (699,7 Mo).srt",0,,3989403648,3.7 GB,DVD,1,VIDEO_TS,1988,Mujeres al borde de un ataque de nervios,Pedro Almodovar,ESP,4
Multiple Maniacs [1970] US John Waters,2,Multiple Maniacs (1970).srt; Multiple Maniacs.avi,1,Multiple Maniacs.avi,1137438720,1.1 GB,avi,0,No,1970,Multiple Maniacs,John Waters,USA,4
Murder by Death [1976] UK Robert Moore,2,Murder by Death.avi; Murder by Death.txt,1,Murder by Death.avi,1564635136,1.5 GB,avi,0,No,1976,Murder by Death,Robert Moore,GBR,4
My Name is Julia -  Lewis 1945,4,My Name is Julia -  Lewis 1945.avi; ._My Name is Julia -  Lewis 1945.avi; My Name is Julia -  Lewis 1945.srt; ._My Name is Julia -  Lewis 1945.srt,2,My Name is Julia -  Lewis 1945.avi; ._My Name is Julia -  Lewis 1945.avi,734169088,700.2 MB,avi,0,No,1945,My Name is Julia,Lewis ,,8
My Summer of Love [2004] UK Pawel Pawlikowski,1,My.Summer.Of.Love.DVDRip.XviD-FRAGMENT.avi,1,My.Summer.Of.Love.DVDRip.XviD-FRAGMENT.avi,733915136,699.9 MB,avi,0,No,2004,My Summer of Love,Pawel Pawlikowski,GBR,4
Más allá de las colinas - Mungiu 2012,1,Más allá de las colinas - Mungiu 2012.avi,1,Más allá de las colinas - Mungiu 2012.avi,1171108374,1.1 GB,avi,0,No,2012,Más allá de las colinas,Mungiu ,,8
Naked Lunch [1991] CA David Cronenberg,1,El almuerzo desnudo VOS.avi,1,El almuerzo desnudo VOS.avi,731453440,697.6 MB,avi,0,No,1991,Naked Lunch,David Cronenberg,CAN,4
Night has a Thousand Eyes - Farrow 1948,3,Night has a Thousand Eyes - Farrow 1948.avi; ._Night has a Thousand Eyes - Farrow 1948.avi; Night has a Thousand Eyes - Farrow 1948.srt,2,Night has a Thousand Eyes - Farrow 1948.avi; ._Night has a Thousand Eyes - Farrow 1948.avi,947679232,903.8 MB,avi,0,No,1948,Night has a Thousand Eyes,Farrow ,,8
Nightmare Before Christmas,1,Pesadilla antes de navidad de Tim Burton spanish Divx.avi,1,Pesadilla antes de navidad de Tim Burton spanish Divx.avi,676632064,645.3 MB,avi,0,No,,Nightmare Before Christmas,,,1
Nobody Lives Forever - Negulesco 1946,3,Nobody Lives Forever - Negulesco 1946.avi; ._Nobody Lives Forever - Negulesco 1946.avi; Nobody Lives Forever - Negulesco 1946.srt,2,Nobody Lives Forever - Negulesco 1946.avi; ._Nobody Lives Forever - Negulesco 1946.avi,1074437954,1.0 GB,avi,0,No,1946,Nobody Lives Forever,Negulesco ,,8
Nocturne (Nyhterino) (short) [1980] DEN Lars Von Trier,1,Nocturne (Nyhterino).avi,1,Nocturne (Nyhterino).avi,38631424,36.8 MB,avi,0,No,1980,Nocturne (Nyhterino) (short),Lars Von Trier,DNK,4
Nora Prentiss - Sherman 1947,3,Nora Prentiss - Sherman 1947.avi; ._Nora Prentiss - Sherman 1947.avi; Nora Prentiss - Sherman 1947.srt,2,Nora Prentiss - Sherman 1947.avi; ._Nora Prentiss - Sherman 1947.avi,737231128,703.1 MB,avi,0,No,1947,Nora Prentiss,Sherman ,,8
"Nosferatu (Nosferatu, eine Symphonie des Grauens) [1922] GER F. W. Murnau",1,Nosferatu.DVDRIP.www.lokotorrents.com.divx,0,,0,0 B,,0,No,1922,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",F. W. Murnau,DEU,4
Nostalghia,2,Andrei Tarkovski - Nostalghia sub es.avi; ._Andrei Tarkovski - Nostalghia sub es.avi,2,Andrei Tarkovski - Nostalghia sub es.avi; ._Andrei Tarkovski - Nostalghia sub es.avi,1379502080,1.3 GB,avi,0,No,,Nostalghia,,,1
Noviembre [2003] ES,3,Noviembre-Fran├ºais-SubRip.srt; ._Noviembre-Fran├ºais-SubRip.srt; Noviembre.DVD-Rip.Xvid-Mp3.Spanish.avi,1,Noviembre.DVD-Rip.Xvid-Mp3.Spanish.avi,735410176,701.3 MB,avi,0,No,2003,Noviembre,,ESP,4
Nymphomaniac. Volumen 1 [2013] DEN Lars Von Trier,3,Nymphomaniac.Vol.I.2013.LIMITED.1080p.BluRay.x264.anoXmous_.mp4; Nymphomaniac.Vol.I.2013.LIMITED.1080p.BluRay.x264.anoXmous_eng.srt; Nymphomaniac.Vol.I.2013.LIMITED.1080p.BluRay.x264.anoXmous_swe.srt,1,Nymphomaniac.Vol.I.2013.LIMITED.1080p.BluRay.x264.anoXmous_.mp4,2336518739,2.2 GB,mp4,0,No,2013,Nymphomaniac. Volumen 1,Lars Von Trier,DNK,4
Nymphomaniac. Volumen2 [2013] DEN Lars Von Trier,3,Nymphomaniac.Vol.II.2013.LIMITED.1080p.BluRay.x264.anoXmous_.mp4; Nymphomaniac.Vol.II.2013.LIMITED.1080p.BluRay.x264.anoXmous_eng.srt; Nymphomaniac.Vol.II.2013.LIMITED.1080p.BluRay.x264.anoXmous_swe.srt,1,Nymphomaniac.Vol.II.2013.LIMITED.1080p.BluRay.x264.anoXmous_.mp4,2455740359,2.3 GB,mp4,0,No,2013,Nymphomaniac. Volumen2,Lars Von Trier,DNK,4
Occident [2002] Cristian Mungiu,2,Occidente - Mungiu 2002.avi; Occidente - Mungiu 2002.srt,1,Occidente - Mungiu 2002.avi,728274944,694.5 MB,avi,0,No,2002,Occident,Cristian Mungiu,,6
Otto e mezzo,2,Otto e mezzo - Fellini 1963.avi; Otto e mezzo - Fellini 1963.srt,1,Otto e mezzo - Fellini 1963.avi,1469052928,1.4 GB,avi,0,No,,Otto E Mezzo,,,1
Out of the fog - Litvak 1941,2,Out of the fog - Litvak 1941.avi; Out of the fog - Litvak 1941.srt,1,Out of the fog - Litvak 1941.avi,943738880,900.0 MB,avi,0,No,1941,Out of the fog,Litvak ,,8
Oz the Great and Powerful [2013] US Sam Raimi,2,Oz.the.Great.and.Powerful.2013.720p.BluRay.x264.YIFY.mp4; Oz.the.Great.and.Powerful.2013.720p.BluRay.x264.YIFY.srt,1,Oz.the.Great.and.Powerful.2013.720p.BluRay.x264.YIFY.mp4,971766040,926.7 MB,mp4,0,No,2013,Oz the Great and Powerful,Sam Raimi,USA,4
Pasaje a la India,3,A.Passage.to.India.1984.avi; A.Passage.to.India.1984.srt; ._A.Passage.to.India.1984.srt,1,A.Passage.to.India.1984.avi,2017007802,1.9 GB,avi,0,No,,Pasaje A La India,,,1
Paths of Glory [1957] US Stanley Kubrick,3,Senderos de gloria.(1957).(DVDRip.Divx.Dual).www.lokotorrents.com.avi; Senderos de gloria.(1957).(DVDRip.Divx.Dual).www.lokotorrents.com.ESP.srt; Senderos de gloria.(1957).(DVDRip.Divx.Dual).www.lokotorrents.com.ING.srt,1,Senderos de gloria.(1957).(DVDRip.Divx.Dual).www.lokotorrents.com.avi,737038336,702.9 MB,avi,0,No,1957,Paths of Glory,Stanley Kubrick,USA,4
"Pepi, Luci, Bom y otras chicas del montón [1980] ES Pedro Almodovar",1,"Pepi, Luci, Bom Y Otras Chicas Del Monton.avi",1,"Pepi, Luci, Bom Y Otras Chicas Del Monton.avi",721541120,688.1 MB,avi,0,No,1980,"Pepi, Luci, Bom y otras chicas del montón",Pedro Almodovar,ESP,4
Pink Flamingos [1972] US John Waters,1,"Pink Flamingos (John Waters, 1972).avi",1,"Pink Flamingos (John Waters, 1972).avi",734758912,700.7 MB,avi,0,No,1972,Pink Flamingos,John Waters,USA,4
Pixar Short Films Collection Volume 1 [2007],14,01 - The Adventures of Andre and Wally B (1984).mkv; 02 - Luxo Jr. (1986).mkv; 03 - Red's Dream (1987).mkv; 04 - Tin Toy (1988).mkv; 05 - Knick Knack - Remastered (1989).mkv; 06 - Geri's Game (1997).mkv; 07 - For the Birds (2000).mkv; 08 - Mike's New Car (2002).mkv; 09 - Boundin' (2003).mkv; 10 - Jack-Jack Attack (2005).mkv; 11 - One Man Band (2005).mkv; 12 - Mater and the Ghostlight (2006).mkv; 13 - Lifted (2006).mkv; info.txt,13,01 - The Adventures of Andre and Wally B (1984).mkv; 02 - Luxo Jr. (1986).mkv; 03 - Red's Dream (1987).mkv; 04 - Tin Toy (1988).mkv; 05 - Knick Knack - Remastered (1989).mkv; 06 - Geri's Game (1997).mkv; 07 - For the Birds (2000).mkv; 08 - Mike's New Car (2002).mkv; 09 - Boundin' (2003).mkv; 10 - Jack-Jack Attack (2005).mkv; 11 - One Man Band (2005).mkv; 12 - Mater and the Ghostlight (2006).mkv; 13 - Lifted (2006).mkv,2876131219,2.7 GB,mkv,0,No,2007,Pixar Short Films Collection Volume 1,,,5
Pixar Short Films Collection Volume 2 [2012],0,,0,,0,0 B,,13,01 - Your Friend The Rat (2007) ENG-ITA-COMM; 02 - Presto (2008) No-Lang - Comm; 03 - BURN-E (2008) ENG-ITA-Comm; 04 - Partly Cloudy (2009) No-Lang - Comm; 05 - Dug's Special Mission (2009) ENG-ITA-Comm; 06 - George And A. J. (2009) ENG-Comm; 07 - Day & Night (2010) ENG-ITA-Comm; 08 - La Luna (2001) No-Lang - Comm; 09 - Hawaiian Vacation (2011) ENG-ITA-Comm; 10 - Air Mater (2011) ENG-ITA-Comm; 11 - Small Fry (2011) ENG-ITA-Comm; 12 - Time Travel Mater (2012) ENG-ITA-Comm; Extras,2012,Pixar Short Films Collection Volume 2,,,5
Plan 9 from outer space [1959] US Ed Wood (AKA Edward D. Wood Jr.),1,Plan 9 from outer space.avi,1,Plan 9 from outer space.avi,726673408,693.0 MB,avi,0,No,1959,Plan 9 from outer space,Ed Wood (AKA Edward D. Wood Jr.),USA,4
Plunder Road - Cornfield 1957,3,Plunder Road - Cornfield 1957.mpg; Plunder Road - Cornfield 1957.srt; ._Plunder Road - Cornfield 1957.srt,1,Plunder Road - Cornfield 1957.mpg,1195800576,1.1 GB,mpg,0,No,1957,Plunder Road,Cornfield ,,8
Pola X,4,Pola X.avi; ._Pola X.avi; Pola X.srt; ._Pola X.srt,2,Pola X.avi; ._Pola X.avi,738217984,704.0 MB,avi,0,No,,Pola X,,,1
Polyester [1981] US John Waters,2,John Waters-Polyester.avi; John Waters-Polyester.srt,1,John Waters-Polyester.avi,722841600,689.4 MB,avi,0,No,1981,Polyester,John Waters,USA,4
Prima della rivoluzione,3,Bernardo Bertolucci - Prima Della Rivoluzione - 1964.avi; ._Bernardo Bertolucci - Prima Della Rivoluzione - 1964.avi; Bernardo Bertolucci - Prima Della Rivoluzione - 1964.srt,2,Bernardo Bertolucci - Prima Della Rivoluzione - 1964.avi; ._Bernardo Bertolucci - Prima Della Rivoluzione - 1964.avi,733806592,699.8 MB,avi,0,No,,Prima Della Rivoluzione,,,1
Private Hell 36 - Siegel 1954,3,Private Hell 36 - Siegel 1954.avi; ._Private Hell 36 - Siegel 1954.avi; Private Hell 36 - Siegel 1954.srt,2,Private Hell 36 - Siegel 1954.avi; ._Private Hell 36 - Siegel 1954.avi,768716800,733.1 MB,avi,0,No,1954,Private Hell 36,Siegel ,,8
Pulp Fiction [1994] US Quentin Tarantino,2,Pulp.Fiction.1994.1080p.BrRip.x264.YIFY.mp4; Pulp.Fiction.1994.1080p.BrRip.x264.YIFY.srt,1,Pulp.Fiction.1994.1080p.BrRip.x264.YIFY.mp4,1506594302,1.4 GB,mp4,0,No,1994,Pulp Fiction,Quentin Tarantino,USA,4
Que la bête meure,4,Que la bête meure.avi; ._Que la bête meure.avi; Que la bête meure.srt; ._Que la bête meure.srt,2,Que la bête meure.avi; ._Que la bête meure.avi,1543845888,1.4 GB,avi,0,No,,Que La Bête Meure,,,1
Quelques jours avec moi,2,Quelques jours avec moi.avi; ._Quelques jours avec moi.avi,2,Quelques jours avec moi.avi; ._Quelques jours avec moi.avi,808460238,771.0 MB,avi,0,No,,Quelques Jours Avec Moi,,,1
Quicksand - Pichel 1950,2,Quicksand - Pichel 1950.avi; Quicksand - Pichel 1950.srt,1,Quicksand - Pichel 1950.avi,1254455296,1.2 GB,avi,0,No,1950,Quicksand,Pichel ,,8
Quien teme Virginia Woolf,4,Quien teme a Virginia Woolf (DVDRip Xvid MP3 Dual) (CentralClasico.Com).By.KaNyO.avi; ._Quien teme a Virginia Woolf (DVDRip Xvid MP3 Dual) (CentralClasico.Com).By.KaNyO.avi; Quien teme a Virginia Woolf (DVDRip Xvid MP3 Dual) (CentralClasico.Com).By.KaNyO.srt; ._Quien teme a Virginia Woolf (DVDRip Xvid MP3 Dual) (CentralClasico.Com).By.KaNyO.srt,2,Quien teme a Virginia Woolf (DVDRip Xvid MP3 Dual) (CentralClasico.Com).By.KaNyO.avi; ._Quien teme a Virginia Woolf (DVDRip Xvid MP3 Dual) (CentralClasico.Com).By.KaNyO.avi,1667020800,1.6 GB,avi,0,No,,Quien Teme Virginia Woolf,,,1
Ratatouille [2007] US Brad Bird,1,Ratatouille FR.avi,1,Ratatouille FR.avi,733749248,699.8 MB,avi,0,No,2007,Ratatouille,Brad Bird,USA,4
Rent [2005] US Chris Columbus,3,Rent (2005).mp4; Rent.srt; ._Rent.srt,1,Rent (2005).mp4,1001530670,955.1 MB,mp4,0,No,2005,Rent,Chris Columbus,USA,4
Repulsion [1965] UK Roman Polanski,3,Repulsion.1965.BDRip.H264.AAC.Gopo.mp4; Repulsion.1965.BDRip.H264.AAC.Gopo.srt; Repulsion.1965.BDRip.H264.AAC.Gopo_EN.srt,1,Repulsion.1965.BDRip.H264.AAC.Gopo.mp4,1936577667,1.8 GB,mp4,0,No,1965,Repulsion,Roman Polanski,GBR,4
Reservoir Dogs [1992] US Quentin Tarantino,2,Reservoir Dogs.1992.BluRay.720p.x264.YIFY.mp4; Reservoir Dogs.1992.BluRay.720p.x264.YIFY.srt,1,Reservoir Dogs.1992.BluRay.720p.x264.YIFY.mp4,670250196,639.2 MB,mp4,0,No,1992,Reservoir Dogs,Quentin Tarantino,USA,4
Ride the Pink Horse - Montgomery 1947,4,Ride the Pink Horse - Montgomery 1947.avi; ._Ride the Pink Horse - Montgomery 1947.avi; Ride the Pink Horse - Montgomery 1947.srt; ._Ride the Pink Horse - Montgomery 1947.srt,2,Ride the Pink Horse - Montgomery 1947.avi; ._Ride the Pink Horse - Montgomery 1947.avi,1441097728,1.3 GB,avi,0,No,1947,Ride the Pink Horse,Montgomery ,,8
Riff-raff - Tetzlaff 1947,2,Riff-raff - Tetzlaff 1947.avi; ._Riff-raff - Tetzlaff 1947.avi,2,Riff-raff - Tetzlaff 1947.avi; ._Riff-raff - Tetzlaff 1947.avi,838895616,800.0 MB,avi,0,No,1947,Riff,Tetzlaff ,,8
Roadblock - Daniels 1951,3,Roadblock - Daniels 1951.avi; ._Roadblock - Daniels 1951.avi; Roadblock - Daniels 1951.srt,2,Roadblock - Daniels 1951.avi; ._Roadblock - Daniels 1951.avi,733417852,699.4 MB,avi,0,No,1951,Roadblock,Daniels ,,8
Salmo Rojo - Még Kér A Nép,3,"Salmo Rojo - Még Kér A Nép - Red Psalm (Miklós Jancsó, 1972).avi; ._Salmo Rojo - Még Kér A Nép - Red Psalm (Miklós Jancsó, 1972).avi; Salmo Rojo - Még Kér A Nép - Red Psalm (Miklós Jancsó, 1972).srt",2,"Salmo Rojo - Még Kér A Nép - Red Psalm (Miklós Jancsó, 1972).avi; ._Salmo Rojo - Még Kér A Nép - Red Psalm (Miklós Jancsó, 1972).avi",733693952,699.7 MB,avi,0,No,,Salmo Rojo - Még Kér A Nép,,,1
Salò o le 120 giornate di Sodoma [1975] IT Pier Paolo Pasolini,3,Pasolini-Salð e le 120 giornate di Sodoma - SPA.srt; ._Pasolini-Salð e le 120 giornate di Sodoma - SPA.srt; Pier Paolo Pasolini - Salò o le 120 giornate di Sodoma [DVDRip by MTPower® - XVID - AC3 2ch].avi,1,Pier Paolo Pasolini - Salò o le 120 giornate di Sodoma [DVDRip by MTPower® - XVID - AC3 2ch].avi,953626624,909.4 MB,avi,0,No,1975,Salò o le 120 giornate di Sodoma,Pier Paolo Pasolini,ITA,4
Samurai.Rebelión,2,Samurai.Rebellion.1967.DVDRiP.SpanishSUB.[kuintus].avi; ._Samurai.Rebellion.1967.DVDRiP.SpanishSUB.[kuintus].avi,2,Samurai.Rebellion.1967.DVDRiP.SpanishSUB.[kuintus].avi; ._Samurai.Rebellion.1967.DVDRiP.SpanishSUB.[kuintus].avi,1501376512,1.4 GB,avi,0,No,,Samurai.Rebelión,,,1
SAW,3,Saw I.avi; Saw I FR.srt; Saw I.srt,1,Saw I.avi,731314176,697.4 MB,avi,0,No,,Saw,,,1
Saw II,2,Saw II.srt; Saw II.avi,1,Saw II.avi,734101504,700.1 MB,avi,0,No,,Saw Ii,,,1
Saw III,2,Saw III.srt; Saw III.avi,1,Saw III.avi,736043008,701.9 MB,avi,0,No,,Saw Iii,,,1
Saw IV,2,Saw IV.srt; Saw IV.avi,1,Saw IV.avi,734105600,700.1 MB,avi,0,No,,Saw Iv,,,1
Saw V,2,Saw V.avi; Saw V.srt,1,Saw V.avi,734867456,700.8 MB,avi,0,No,,Saw V,,,1
Schwarzfahrer [1993] DE Danquart,2,Danquart 1993 - Schwarzfahrer.srt; Danquart 1993 - Schwarzfahrer.avi,1,Danquart 1993 - Schwarzfahrer.avi,119444670,113.9 MB,avi,0,No,1993,Schwarzfahrer,Danquart,DEU,4
Sedmikrásky (Daisies) [1966] CESK Vera Chytilová,2,Las margaritas - Chytilová 1966 VOS ES.avi; ._Las margaritas - Chytilová 1966 VOS ES.avi,2,Las margaritas - Chytilová 1966 VOS ES.avi; ._Las margaritas - Chytilová 1966 VOS ES.avi,727923728,694.2 MB,avi,0,No,1966,Sedmikrásky (Daisies),Vera Chytilová,CZE,4
Seven Psychopaths [2012] UK Martin McDonagh,3,Seven Psychopaths - McDonagh 2012 DUAL.avi; ._Seven Psychopaths - McDonagh 2012 DUAL.avi; Seven Psychopaths - McDonagh 2012 ES.srt,2,Seven Psychopaths - McDonagh 2012 DUAL.avi; ._Seven Psychopaths - McDonagh 2012 DUAL.avi,1960499200,1.8 GB,avi,0,No,2012,Seven Psychopaths,Martin McDonagh,GBR,4
Shack Out on 101 - Dein 1955,4,_Shack Out on 101 - Dein 1955.avi; .__Shack Out on 101 - Dein 1955.avi; _Shack Out on 101 - Dein 1955.srt; .__Shack Out on 101 - Dein 1955.srt,2,_Shack Out on 101 - Dein 1955.avi; .__Shack Out on 101 - Dein 1955.avi,772450304,736.7 MB,avi,0,No,1955,Shack Out on 101,Dein ,,8
Sleepy Hollow,1,Sleepy Hollow (DVDRip Spanish XviD 1.1)(SEDG).avi,1,Sleepy Hollow (DVDRip Spanish XviD 1.1)(SEDG).avi,733970432,700.0 MB,avi,0,No,,Sleepy Hollow,,,1
So red the rose -  Scott 1935,1,So red the rose -  Scott 1935.avi,1,So red the rose -  Scott 1935.avi,1005561856,959.0 MB,avi,0,No,1935,So red the rose,Scott ,,8
Some Like It Hot [1959] US Billy Wilder,2,Some.Like.It.Hot.1959.Criterion.1080p.BluRay.x265.HEVC.FLAC-SARTRE.mkv; Some Like It Hot (1959).srt,1,Some.Like.It.Hot.1959.Criterion.1080p.BluRay.x265.HEVC.FLAC-SARTRE.mkv,8581333837,8.0 GB,mkv,1,extras,1959,Some Like It Hot,Billy Wilder,USA,4
Soy Cuba,5,Soy Cuba - 1964.avi; ._Soy Cuba - 1964.avi; Soy Cuba - 1964.srt; ._Soy Cuba - 1964.srt; ._Soy Cuba - O Mamute Siberiano - Ferraz 2005.avi,3,Soy Cuba - 1964.avi; ._Soy Cuba - 1964.avi; ._Soy Cuba - O Mamute Siberiano - Ferraz 2005.avi,2151340172,2.0 GB,avi,0,No,,Soy Cuba,,,1
Split Second - Powel 1953,2,Split Second - Powel 1953.avi; Split Second - Powel 1953.srt,1,Split Second - Powel 1953.avi,769507328,733.9 MB,avi,0,No,1953,Split Second,Powel ,,8
Srpski film (A Serbian Film) [2010] SER Srdjan Spasojevic,2,A Serbian Film (2010) Uncut BRRip Xvid AC3-Anarchy.avi; A Serbian Film (2010) Uncut BRRip Xvid AC3-Anarchy.srt,1,A Serbian Film (2010) Uncut BRRip Xvid AC3-Anarchy.avi,859201536,819.4 MB,avi,0,No,2010,Srpski film (A Serbian Film),SER Srdjan Spasojevic,,6
Star Wars Episode I The Phantom Menace (1999),4,Star.Wars.Episode.1.The.Phantom.Menace.1999.BluRay.720p.DTS-ES.2Audio.x264-CHD.Eng.srt; ._Star.Wars.Episode.1.The.Phantom.Menace.1999.BluRay.720p.DTS-ES.2Audio.x264-CHD.Eng.srt; Star.Wars.Episode.I.1999. Alien.Subs.YIFY.srt; Star.Wars.Episode.I.The.Phantom.Menace.1999.BrRip.264.YIFY.mp4,1,Star.Wars.Episode.I.The.Phantom.Menace.1999.BrRip.264.YIFY.mp4,735878793,701.8 MB,mp4,0,No,1999,Star Wars Episode I The Phantom Menace,,,7
